iter	Passed	Remaining
412	3716	5281
413	3724	5272
414	3733	5262
415	3741	5252
416	3749	5242
417	3758	5233
418	3767	5224
419	3776	5214
420	3785	5206
421	3794	5197
422	3803	5188
423	3811	5177
424	3820	5169
425	3830	5161
426	3840	5152
427	3849	5144
428	3859	5137
429	3872	5133
430	3882	5126
431	3893	5118
432	3902	5110
433	3911	5101
434	3920	5092
435	3929	5083
436	3939	5075
437	3947	5065
438	3957	5057
439	3966	5047
440	3975	5039
441	3983	5028
442	3992	5019
443	4000	5010
444	4008	4999
445	4018	4991
446	4027	4982
447	4038	4975
448	4046	4966
449	4055	4956
450	4063	4945
451	4071	4936
452	4081	4927
453	4090	4919
454	4099	4909
455	4107	4900
456	4115	4890
457	4124	4880
458	4133	4872
459	4142	4863
460	4151	4853
461	4159	4844
462	4168	4834
463	4176	4824
464	4186	4816
465	4194	4806
466	4203	4797
467	4212	4788
468	4221	4779
469	4232	4772
470	4242	4764
471	4251	4756
472	4259	4745
473	4268	4736
474	4276	4727
475	4285	4717
476	4293	4707
477	4302	4698
478	4310	4688
479	4319	4679
480	4327	4668
481	4335	4659
482	4344	4650
483	4353	4640
484	4361	4630
485	4369	4621
486	4379	4612
487	4390	4606
488	4401	4599
489	4410	4590
490	4419	4581
491	4427	4571
492	4436	4562
493	4444	4552
494	4453	4543
495	4462	4534
496	4469	4523
497	4478	4514
498	4487	4505
499	4497	4497
500	4504	4486
501	4514	4478
502	4522	4468
503	4530	4458
504	4540	4450
505	4552	4444
506	4561	4435
507	4569	4425
508	4577	4415
509	4586	4406
510	4595	4397
511	4604	4388
512	4613	4379
513	4622	4370
514	4631	4361
515	4640	4352
516	4649	4343
517	4656	4333
518	4665	4323
519	4674	4314
520	4683	4306
521	4695	4299
522	4703	4290
523	4713	4281
524	4721	4271
525	4729	4262
526	4738	4253
527	4748	4244
528	4756	4235
529	4765	4225
530	4773	4216
531	4783	4207
532	4791	4198
533	4800	4189
534	4809	4180
535	4818	4171
536	4827	4161
537	4835	4152
538	4843	4142
539	4853	4134
540	4862	4125
541	4871	4116
542	4880	4107
543	4892	4100
544	4902	4092
545	4918	4089
546	4928	4081
547	4939	4074
548	4951	4068
549	4963	4060
550	4974	4053
551	4984	4045
552	4995	4037
553	5005	4029
554	5015	4021
555	5024	4012
556	5036	4005
557	5049	3999
558	5058	3990
559	5067	3981
560	5076	3972
561	5086	3963
562	5095	3954
563	5103	3945
564	5113	3937
565	5124	3929
566	5133	3920
567	5142	3911
568	5152	3903
569	5161	3893
570	5171	3885
571	5180	3876
572	5191	3868
573	5202	3861
574	5212	3852
575	5221	3843
576	5230	3834
577	5240	3826
578	5249	3817
579	5261	3810
580	5270	3800
581	5280	3792
582	5289	3783
583	5298	3774
584	5307	3765
585	5316	3755
586	5324	3746
587	5333	3737
588	5344	3729
589	5358	3723
590	5367	3714
591	5376	3705
592	5386	3696
593	5395	3687
594	5405	3679
595	5413	3669
596	5423	3660
597	5432	3651
598	5441	3643
599	5450	3633
600	5458	3623
601	5466	3614
602	5475	3604
603	5484	3595
604	5500	3590
605	5510	3582
606	5519	3573
607	5529	3564
608	5538	3556
609	5548	3547
610	5557	3538
611	5566	3529
612	5575	3519
613	5584	3510
614	5593	3501
615	5602	3492
616	5611	3483
617	5620	3474
618	5628	3464
619	5640	3456
620	5651	3449
621	5661	3440
622	5670	3431
623	5679	3422
624	5687	3412
625	5695	3402
626	5704	3393
627	5712	3383
628	5721	3374
629	5729	3365
630	5738	3356
631	5747	3346
632	5757	3337
633	5766	3328
634	5775	3320
635	5785	3311
636	5794	3301
637	5803	3293
638	5817	3286
639	5825	3276
640	5834	3267
641	5842	3258
642	5851	3248
643	5860	3239
644	5869	3230
645	5877	3220
646	5886	3211
647	5896	3202
648	5905	3193
649	5914	3184
650	5922	3175
651	5932	3166
652	5940	3156
653	5949	3147
654	5957	3137
655	5967	3129
656	5982	3123
657	5993	3115
658	6004	3106
659	6013	3098
660	6022	3088
661	6031	3079
662	6040	3070
663	6048	3060
664	6058	3051
665	6066	3042
666	6077	3034
667	6086	3025
668	6095	3015
669	6103	3006
670	6112	2996
671	6122	2988
672	6140	2983
673	6152	2975
674	6168	2969
675	6180	2962
676	6193	2955
677	6205	2947
678	6217	2939
679	6230	2931
680	6240	2923
681	6252	2915
682	6268	2909
683	6283	2902
684	6292	2893
685	6308	2887
686	6329	2883
687	6338	2874
688	6348	2865
689	6358	2856
690	6367	2847
691	6376	2838
692	6386	2829
693	6395	2819
694	6403	2810
695	6412	2800
696	6421	2791
697	6431	2782
698	6441	2773
699	6452	2765
700	6465	2757
701	6474	2748
702	6482	2738
703	6492	2729
704	6501	2720
705	6510	2710
706	6518	2701
707	6527	2692
708	6535	2682
709	6544	2673
710	6554	2664
711	6562	2654
712	6571	2645
713	6580	2635
714	6590	2626
715	6599	2617
716	6608	2608
717	6621	2600
718	6629	2591
719	6637	2581
720	6646	2571
721	6655	2562
722	6662	2552
723	6671	2543
724	6680	2533
725	6689	2524
726	6697	2514
727	6706	2505
728	6715	2496
729	6724	2487
730	6732	2477
731	6741	2468
732	6749	2458
733	6758	2449
734	6765	2439
735	6778	2431
736	6788	2422
737	6797	2413
738	6806	2403
739	6815	2394
740	6824	2385
741	6832	2375
742	6841	2366
743	6850	2357
744	6860	2348
745	6869	2338
746	6877	2329
747	6887	2320
748	6894	2310
749	6904	2301
750	6912	2291
751	6923	2283
752	6935	2274
753	6944	2265
754	6953	2256
755	6961	2246
756	6970	2237
757	6980	2228
758	6989	2219
759	6998	2210
760	7007	2200
761	7015	2191
762	7024	2182
763	7033	2172
764	7042	2163
765	7051	2154
766	7059	2144
767	7068	2135
768	7078	2126
769	7089	2117
770	7101	2109
771	7111	2100
772	7121	2091
773	7130	2081
774	7139	2072
775	7148	2063
776	7157	2054
777	7165	2044
778	7174	2035
779	7183	2026
780	7192	2016
781	7201	2007
782	7214	1999
783	7239	1994
784	7267	1990
785	7280	1982
786	7292	1973
787	7301	1964
788	7310	1954
789	7318	1945
790	7328	1936
791	7337	1927
792	7345	1917
793	7354	1908
794	7363	1898
795	7372	1889
796	7381	1880
797	7390	1870
798	7400	1861
799	7412	1853
800	7422	1843
801	7432	1834
802	7442	1825
803	7450	1816
804	7459	1806
805	7467	1797
806	7476	1787
807	7483	1778
808	7492	1768
809	7501	1759
810	7510	1750
811	7517	1740
812	7526	1731
813	7534	1721
814	7542	1712
815	7551	1702
816	7562	1693
817	7573	1685
818	7582	1675
819	7591	1666
820	7599	1656
821	7608	1647
822	7616	1638
823	7624	1628
824	7634	1619
825	7643	1610
826	7652	1600
827	7661	1591
828	7670	1582
829	7679	1572
830	7689	1563
831	7699	1554
832	7708	1545
833	7719	1536
834	7727	1527
835	7735	1517
836	7744	1508
837	7752	1498
838	7761	1489
839	7771	1480
840	7779	1470
841	7787	1461
842	7796	1452
843	7806	1442
844	7815	1433
845	7823	1424
846	7832	1414
847	7841	1405
848	7850	1396
849	7860	1387
850	7872	1378
851	7882	1369
852	7892	1360
853	7901	1350
854	7910	1341
855	7920	1332
856	7928	1322
857	7936	1313
858	7945	1304
859	7953	1294
860	7962	1285
861	7972	1276
862	7980	1266
863	7988	1257
864	7997	1248
865	8005	1238
866	8015	1229
867	8030	1221
868	8040	1212
869	8049	1202
870	8057	1193
871	8066	1184
872	8075	1174
873	8084	1165
874	8092	1156
875	8101	1146
876	8109	1137
877	8117	1127
878	8125	1118
879	8134	1109
880	8142	1099
881	8150	1090
882	8159	1081
883	8169	1072
884	8181	1063
885	8192	1054
886	8200	1044
887	8209	1035
888	8218	1026
889	8227	1016
890	8235	1007
891	8243	998
892	8252	988
893	8261	979
894	8270	970
895	8279	961
896	8288	951
897	8297	942
898	8306	933
899	8315	923
900	8324	914
901	8333	905
902	8345	896
903	8354	887
904	8363	877
905	8372	868
906	8382	859
907	8390	850
908	8400	840
909	8408	831
910	8416	822
911	8425	812
912	8434	803
913	8443	794
914	8451	785
915	8460	775
916	8469	766
917	8478	757
918	8489	748
919	8498	739
920	8507	729
921	8515	720
922	8524	711
923	8532	701
924	8541	692
925	8549	683
926	8558	673
927	8567	664
928	8576	655
929	8584	646
930	8593	636
931	8602	627
932	8610	618
933	8619	609
934	8630	600
935	8643	590
936	8652	581
937	8661	572
938	8669	563
939	8678	553
940	8687	544
941	8697	535
942	8706	526
943	8714	516
944	8723	507
945	8731	498
946	8741	489
947	8749	479
948	8757	470
949	8766	461
950	8775	452
951	8784	442
952	8794	433
953	8804	424
954	8813	415
955	8822	406
956	8830	396
957	8838	387
958	8847	378
959	8856	369
960	8864	359
961	8872	350
962	8880	341
963	8889	331
964	8898	322
965	8906	313
966	8914	304
967	8924	295
968	8933	285
969	8942	276
970	8951	267
971	8962	258
972	8975	249
973	8984	239
974	8992	230
975	9000	221
976	9009	212
977	9018	202
978	9027	193
979	9036	184
980	9045	175
981	9054	165
982	9063	156
983	9071	147
984	9079	138
985	9088	129
986	9096	119
987	9106	110
988	9114	101
989	9125	92
990	9136	82
991	9144	73
992	9153	64
993	9161	55
994	9170	46
995	9178	36
996	9186	27
997	9194	18
998	9203	9
999	9211	0
