iter	MultiClass
758	0.4203545829
759	0.4198742757
760	0.4193718626
761	0.4187179146
762	0.4184523519
763	0.4182116497
764	0.4179988036
765	0.4176579144
766	0.4174047048
767	0.4172325536
768	0.4169548687
769	0.4165703864
770	0.4162617991
771	0.4160212621
772	0.4155283589
773	0.4152962492
774	0.4146900611
775	0.4143821965
776	0.4138515802
777	0.4135638727
778	0.4132741
779	0.4129720013
780	0.4127775388
781	0.4125585381
782	0.4123209247
783	0.4119409383
784	0.4116556735
785	0.4112017702
786	0.4110371825
787	0.4107196472
788	0.4103793916
789	0.4098379636
790	0.4095524485
791	0.4088285833
792	0.4086643075
793	0.4079924718
794	0.4076748942
795	0.4072916262
796	0.4069886877
797	0.4066200598
798	0.4059240906
799	0.405170204
800	0.4050585856
801	0.4048066973
802	0.4045674406
803	0.4041957697
804	0.403879681
805	0.4037122271
806	0.4035560079
807	0.4031347557
808	0.4027668727
809	0.4026141401
810	0.4022036824
811	0.4016614919
812	0.4013691653
813	0.4009207566
814	0.4000567684
815	0.3998101837
816	0.3993286072
817	0.3990367161
818	0.3985755351
819	0.3980474973
820	0.3973848601
821	0.3967206965
822	0.3965134942
823	0.3959016045
824	0.3956133321
825	0.39533877
826	0.3948232672
827	0.3943724629
828	0.3941829586
829	0.394030407
830	0.3936659558
831	0.3932037094
832	0.3927739918
833	0.3924245765
834	0.3920671984
835	0.3916787737
836	0.3914689286
837	0.3912989111
838	0.3909408243
839	0.3905572998
840	0.3902176701
841	0.3896904567
842	0.3892993668
843	0.3888083009
844	0.3884354747
845	0.3881070559
846	0.387516009
847	0.3872838609
848	0.386526403
849	0.3863246666
850	0.3858308233
851	0.3855968923
852	0.3851450418
853	0.3849770024
854	0.3844760528
855	0.3842248678
856	0.3838217519
857	0.3835519084
858	0.3832110253
859	0.3827345561
860	0.3821785048
861	0.3818942906
862	0.3814931692
863	0.3809576647
864	0.3806855697
865	0.3803569647
866	0.3799135345
867	0.3796179084
868	0.3791908388
869	0.3789289516
870	0.3785869514
871	0.378238679
872	0.3778804961
873	0.377562028
874	0.377286092
875	0.3771417629
876	0.3766407444
877	0.3763492094
878	0.3759304294
879	0.3755632344
880	0.3752365286
881	0.3748057565
882	0.3745385611
883	0.374085512
884	0.3739498301
885	0.3737449369
886	0.3733117596
887	0.3729009624
888	0.372358041
889	0.3720568926
890	0.3716968407
891	0.3714389086
892	0.3712257123
893	0.3710776009
894	0.3707711356
895	0.3705532926
896	0.3702797809
897	0.3700674845
898	0.3697434816
899	0.3693324933
900	0.3691852791
901	0.3688136541
902	0.3684677948
903	0.3683161257
904	0.3680767989
905	0.3676534967
906	0.3675031443
907	0.3673325001
908	0.3670575142
909	0.3667662714
910	0.3664266808
911	0.36585574
912	0.3656653242
913	0.3653600824
914	0.364809576
915	0.3644131105
916	0.3642472407
917	0.3639735068
918	0.3633090824
919	0.3630055478
920	0.3627434812
921	0.362420653
922	0.362153625
923	0.3619790381
924	0.3617034507
925	0.361404869
926	0.3611674088
927	0.3609527758
928	0.3606226267
929	0.3604281635
930	0.3598646608
931	0.3594959106
932	0.3593741804
933	0.3592291273
934	0.3590078109
935	0.3587840438
936	0.3584270819
937	0.3579238359
938	0.3573968184
939	0.3571451634
940	0.3568326652
941	0.3566034483
942	0.3562198173
943	0.355921911
944	0.3556830134
945	0.3554842717
946	0.3553374908
947	0.3550359309
948	0.3549008583
949	0.354596252
950	0.3544187778
951	0.3541642593
952	0.3540665746
953	0.3538735293
954	0.3535416082
955	0.3530471269
956	0.3529083582
957	0.3524957632
958	0.3522602527
959	0.3520657964
960	0.3517590198
961	0.3515779516
962	0.3513033278
963	0.3509396314
964	0.3505711751
965	0.3502365598
966	0.349903893
967	0.3497120584
968	0.349347304
969	0.3488449302
970	0.3485084251
971	0.3480182131
972	0.3477433642
973	0.3475287606
974	0.3473510776
975	0.3468995546
976	0.3466320614
977	0.3463911457
978	0.3459345046
979	0.3457429649
980	0.3454637314
981	0.3451090818
982	0.3445389035
983	0.3442852004
984	0.3440153126
985	0.3436995639
986	0.3434728573
987	0.343273834
988	0.3430707734
989	0.3426691959
990	0.342381413
991	0.3419660125
992	0.3414073932
993	0.3411528089
994	0.3409663887
995	0.3408193672
996	0.34055442
997	0.340230681
998	0.3399458021
999	0.3396783128
