iter	Passed	Remaining
0	836	15900
1	1710	15393
2	2539	14387
3	3374	13499
4	4198	12595
5	5022	11720
6	5853	10870
7	6682	10024
8	7514	9184
9	8377	8377
10	9220	7543
11	10058	6705
12	10980	5912
13	12124	5196
14	13275	4425
15	14377	3594
16	15479	2731
17	16714	1857
18	17860	940
19	18980	0
