iter	Logloss
314	0.4273484952
315	0.4270616451
316	0.4269710314
317	0.4268612292
318	0.4267112956
319	0.4266250952
320	0.4265313201
321	0.4263685756
322	0.4261955118
323	0.4260146106
324	0.4257828743
325	0.4255156824
326	0.4253828247
327	0.4251877424
328	0.4249646713
329	0.4248444174
330	0.4246663627
331	0.4243067506
332	0.4242329676
333	0.4241395674
334	0.4240631757
335	0.4239312245
336	0.4237524325
337	0.4235753705
338	0.4234581291
339	0.4229737643
340	0.4227541891
341	0.4225350169
342	0.4223596733
343	0.4222811838
344	0.4220958525
345	0.4219886012
346	0.4218316567
347	0.4217450709
348	0.4215760602
349	0.4214251012
350	0.421316646
351	0.4211508515
352	0.4209670379
353	0.4207861831
354	0.420683893
355	0.4205182692
356	0.4201092798
357	0.41973694
358	0.4194822193
359	0.419341783
360	0.4192037258
361	0.4189932925
362	0.418773285
363	0.4183605422
364	0.4180401332
365	0.4175960082
366	0.4174611817
367	0.417427963
368	0.4172571511
369	0.4171131118
370	0.4169738391
371	0.4169574064
372	0.4168517421
373	0.4166185029
374	0.4164555902
375	0.4162657478
376	0.4159846139
377	0.4157269898
378	0.4155545197
379	0.4153511836
380	0.4152923441
381	0.4150674342
382	0.4149400714
383	0.4146307916
384	0.4145009316
385	0.4141738184
386	0.4138135402
387	0.4136430419
388	0.4133949235
389	0.4131679048
390	0.4128443046
391	0.4126197477
392	0.4123894344
393	0.4121301918
394	0.4119486058
395	0.4117416757
396	0.4115464991
397	0.4113667149
398	0.4111333737
399	0.4108754309
400	0.4107037391
401	0.4104500909
402	0.4102760757
403	0.4100535603
404	0.4097023086
405	0.4092805133
406	0.4091207195
407	0.4088075109
408	0.4085038537
409	0.4082634243
410	0.4081579149
411	0.4079851092
412	0.4077583449
413	0.4075515055
414	0.4073759643
415	0.4069349789
416	0.4067159476
417	0.4064123829
418	0.4061923985
419	0.4056443088
420	0.4055154311
421	0.4052739434
422	0.4050732028
423	0.4047724703
424	0.4044146844
425	0.4041576533
426	0.4039254377
427	0.40378557
428	0.4036325296
429	0.4032927519
430	0.4030415032
431	0.4026123108
432	0.4022199405
433	0.40199549
434	0.4016578596
435	0.401505272
436	0.4013549047
437	0.4011572351
438	0.4009118817
439	0.4005961088
440	0.4003658672
441	0.4000834857
442	0.3997801177
443	0.3996026886
444	0.3993234115
445	0.3989400275
446	0.3986746135
447	0.3984395903
448	0.3981492248
449	0.3979546968
450	0.3978244669
451	0.3975561019
452	0.3974316631
453	0.3973295021
454	0.3971604438
455	0.3969366969
456	0.3966228299
457	0.3964686792
458	0.3961703899
459	0.3958454725
460	0.395735211
461	0.3953639934
462	0.3952035159
463	0.3949520761
464	0.3946919828
465	0.3943732068
466	0.3941920851
467	0.3940384557
468	0.3939085017
469	0.3935783996
470	0.3933265805
471	0.3930902526
472	0.3927616052
473	0.3924658608
474	0.3922705062
475	0.3920447394
476	0.391908961
477	0.3917871486
478	0.3914744716
479	0.3912503641
480	0.3911120876
481	0.3909885032
482	0.3906757298
483	0.3902588258
484	0.3900875876
485	0.3898066787
486	0.389610848
487	0.3893594561
488	0.3890523373
489	0.3887956919
490	0.3885317946
491	0.3883370844
492	0.3881730071
493	0.387967264
494	0.3877239474
495	0.3875389775
496	0.3873179944
497	0.3871589706
498	0.3869783449
499	0.3866950928
500	0.3865591084
501	0.3864371335
502	0.3861879234
503	0.3859121616
504	0.3857400552
505	0.3855801328
506	0.3854870095
507	0.3852941674
508	0.3851019098
509	0.3849628311
510	0.3847926901
511	0.3845410324
512	0.384346866
513	0.3842401697
514	0.3839152168
515	0.3837370895
516	0.3836291403
517	0.3833953415
518	0.3830732661
519	0.3828096652
520	0.3826373138
521	0.3824033747
522	0.3820191817
523	0.3818622593
524	0.3816443305
525	0.3814204071
526	0.3812608698
527	0.3811017516
528	0.3809994612
529	0.3807877172
530	0.3806201554
531	0.3803701849
532	0.3801904546
533	0.3800333129
534	0.3798149626
535	0.3796534821
536	0.3793528427
537	0.3792044611
538	0.3790546509
539	0.3787617657
540	0.3785670054
541	0.378404561
542	0.3782563277
543	0.3781184355
544	0.3779621118
545	0.377772687
546	0.3776307261
547	0.3774706512
548	0.3773262425
549	0.3771871547
550	0.3770504326
551	0.3768908612
552	0.3766877458
553	0.3765385115
554	0.376384458
555	0.37618553
556	0.3758300082
557	0.3756881178
558	0.3755495455
559	0.3754075609
560	0.3752850737
561	0.3751005672
562	0.3750081311
563	0.3749033506
564	0.3747670544
565	0.374616853
566	0.374523738
567	0.3743503164
568	0.3742039402
569	0.3740301
570	0.3737177011
571	0.3734687348
572	0.3732875184
573	0.3731635881
574	0.3729494869
575	0.3726872319
576	0.3724441966
577	0.3723598742
578	0.3721526345
579	0.3719434003
580	0.3716703782
581	0.3714740374
582	0.3713437757
583	0.3711735151
584	0.3709973059
585	0.3706678676
586	0.3705155138
587	0.370217798
588	0.3699480586
589	0.3697776386
590	0.3696523105
591	0.3695085299
592	0.3693482768
593	0.3692089866
594	0.3690802858
595	0.3688803499
596	0.3687975973
597	0.3686592579
598	0.3685085485
599	0.3683179385
600	0.3681802018
601	0.3680414613
602	0.3679175023
603	0.3676924954
604	0.3676305654
605	0.3674347648
606	0.3671799888
607	0.3667045285
608	0.366627651
609	0.3664914624
610	0.3662247446
611	0.3661526184
612	0.3660122876
613	0.3658541609
614	0.3656049961
615	0.3653965385
616	0.3652228933
617	0.3650385585
618	0.3649346891
619	0.3647599592
620	0.3645211028
621	0.3644428804
622	0.3642752296
623	0.3641333609
624	0.3639880727
625	0.3638552503
626	0.3637337275
627	0.3636741962
628	0.3635685347
629	0.363413957
630	0.3631879125
631	0.3629936827
632	0.3628701757
633	0.3626854339
634	0.3625559452
635	0.3623811674
636	0.362309805
637	0.3621577442
638	0.3620177194
639	0.3617176659
640	0.3614921799
641	0.3613055275
642	0.3610834787
643	0.3607695737
644	0.3605288763
645	0.3603837617
646	0.3602065266
647	0.3599351842
648	0.3598055854
649	0.3597487017
650	0.3595236424
651	0.3593441543
652	0.3591014884
653	0.3589745699
654	0.3587601633
655	0.3585359993
656	0.358316692
657	0.3582043177
658	0.3581100104
659	0.3579993366
660	0.3577368502
661	0.3573608349
662	0.3571780862
663	0.3569892672
664	0.3567245215
665	0.3565710734
666	0.356385489
667	0.3562569153
668	0.3560106801
669	0.3558115594
670	0.3555511189
671	0.3554527273
672	0.355298958
673	0.3550621853
674	0.3548942573
675	0.3546630242
676	0.3545679778
677	0.3544402297
678	0.3542115005
679	0.3540168185
680	0.3538231216
681	0.3537559612
682	0.3535242008
683	0.3534171401
684	0.3532397737
685	0.3530539172
686	0.3529465348
687	0.3527062494
688	0.3525984224
689	0.3524469706
690	0.3523947458
691	0.3522350353
692	0.3520510736
693	0.3517778725
694	0.3515352464
695	0.3513625806
696	0.3511294055
697	0.3509631399
698	0.3508411135
699	0.3506602265
700	0.3504843439
701	0.350353066
702	0.3500898124
703	0.3499970193
704	0.3498227066
705	0.3497099054
706	0.3495214403
707	0.3493256347
708	0.3491794769
709	0.3490224225
710	0.348875262
711	0.3485756181
712	0.3484256564
713	0.348213578
714	0.3480030111
715	0.3478866791
716	0.3477000366
717	0.3475495183
718	0.3473380197
719	0.3471713219
720	0.3470116
721	0.3468639302
722	0.3466618442
723	0.3465593054
724	0.3464189954
725	0.3461777415
726	0.3459259795
727	0.3457866496
728	0.3456065803
729	0.3454734023
730	0.3452977533
731	0.3451761283
732	0.3450367898
733	0.3448911104
734	0.3447835234
735	0.3446647346
736	0.3445063445
737	0.3443465912
738	0.3442483732
739	0.3440734677
740	0.3439283419
741	0.3436717784
742	0.3435743445
743	0.3434262564
744	0.3433021383
745	0.3430489495
746	0.3428836575
747	0.3427041755
748	0.3425260625
749	0.3423226391
750	0.3422034073
751	0.3420765242
752	0.3419254604
753	0.3418487927
754	0.341625092
755	0.341345841
756	0.3411656653
757	0.3410659635
758	0.3408781151
759	0.3407681568
760	0.340649925
761	0.3405984453
762	0.3404451514
763	0.3402851272
764	0.340133314
765	0.3399814291
766	0.3398808409
767	0.3397737625
768	0.3396518663
769	0.3394009299
770	0.3391520621
771	0.3389654247
772	0.3388099092
773	0.3386893785
774	0.3385355197
775	0.3384319142
776	0.3383086717
777	0.338168956
778	0.3380235812
779	0.3377765146
780	0.3375803577
781	0.3373819867
782	0.3372075324
783	0.3371523158
784	0.3370562979
785	0.3369027074
786	0.3366392919
787	0.336381297
788	0.3361971943
789	0.3360075353
790	0.3358719288
791	0.3357066754
792	0.3355702242
793	0.3353865161
794	0.335213185
795	0.3350366505
796	0.3348056404
797	0.3346217037
798	0.3344817318
799	0.3343335083
800	0.3342334673
801	0.3340692256
802	0.3338340676
803	0.3337353392
804	0.333514473
805	0.3334409311
806	0.3332072896
807	0.3330637957
808	0.3329798823
809	0.3328001558
810	0.3326662183
811	0.3325450645
812	0.3323735291
813	0.3322325426
814	0.3320410767
815	0.3319433933
816	0.331831127
817	0.3316790295
818	0.3315683477
819	0.3314009071
820	0.3311839993
821	0.3311382056
822	0.3309777098
823	0.3307808993
824	0.3306574424
825	0.3304790793
826	0.3303705015
827	0.3301750148
828	0.3299953343
829	0.3298566971
830	0.3297191474
831	0.3296404472
832	0.3294916824
833	0.329290473
834	0.3291325567
835	0.3289989464
836	0.3288331446
837	0.3287713594
838	0.3286379037
839	0.3284679467
840	0.3283704326
841	0.3281833912
842	0.3280937748
843	0.3279234068
844	0.3278136855
845	0.3276626034
846	0.3276038442
847	0.3275073501
848	0.3273203723
849	0.3272606029
850	0.327028372
851	0.3268942419
852	0.3267713835
853	0.3266156729
854	0.3264306669
855	0.3263461472
856	0.3261841086
857	0.3260550357
858	0.3258796922
859	0.3257434993
860	0.3255909043
861	0.3255236157
862	0.3253807759
863	0.3251730909
864	0.3249956764
865	0.3248408399
866	0.324723478
867	0.3244993587
868	0.3243087023
869	0.3241643196
870	0.3240486898
871	0.3239841396
872	0.3238198029
873	0.3237183986
874	0.3234795845
875	0.3232887806
876	0.3230260763
877	0.3229050716
878	0.3227619172
879	0.3226597993
880	0.3226241679
881	0.3224898073
882	0.3223453719
883	0.3222018363
884	0.3219690361
885	0.3218310158
886	0.3217674082
887	0.3216419822
888	0.3214889426
889	0.321382905
890	0.3211700108
891	0.3210009596
892	0.3208749515
893	0.3207398164
894	0.3205422558
895	0.3203613386
896	0.3202311429
897	0.3201191844
898	0.3199320877
899	0.3198439299
900	0.3197048935
901	0.3196372134
902	0.3195001963
903	0.3193097327
904	0.3191896186
905	0.3190030932
906	0.3188802681
907	0.3188010729
908	0.3186937708
909	0.3184818405
910	0.3183935007
911	0.318187594
912	0.3180610748
913	0.317876973
914	0.317752323
915	0.3175359989
916	0.3173559394
917	0.317249837
918	0.3171437044
919	0.3170013545
920	0.3169178041
921	0.3167706805
922	0.3166367986
923	0.3164112565
924	0.3162716991
925	0.3160106345
926	0.3158911006
927	0.315760315
928	0.3155411551
929	0.3154562267
930	0.3153484577
931	0.3152803152
932	0.3151450361
933	0.315010254
934	0.3149631774
935	0.3148412973
936	0.314637645
937	0.3145085838
938	0.3143678344
939	0.3141986919
940	0.3140807969
941	0.3139306139
942	0.3137248812
943	0.3135812313
944	0.3134121676
945	0.3132676981
946	0.3130629719
947	0.3128578632
948	0.3127041499
949	0.3124027458
950	0.3122581958
951	0.3120905389
952	0.3119603614
953	0.3118335558
954	0.3117927041
955	0.3116330173
956	0.3114625921
957	0.3113537238
958	0.3111823701
959	0.3110385666
960	0.3109101505
961	0.3108233571
962	0.3107148374
963	0.3106035651
964	0.3104333245
965	0.3102661354
966	0.3100880465
967	0.3099296005
968	0.3097716455
969	0.3094745838
970	0.3094148616
971	0.3092455583
972	0.3090889194
973	0.3090187177
974	0.3089315147
975	0.3088292903
976	0.3086403449
977	0.3085252212
978	0.3081877219
979	0.3080661985
980	0.3079285159
981	0.307766424
982	0.3076039822
983	0.3073964614
984	0.3072536645
985	0.3071088905
986	0.3069232071
987	0.3066671231
988	0.3065725301
989	0.3065175703
990	0.3064220668
991	0.3063177322
992	0.3062178992
993	0.3061244671
994	0.305995012
995	0.3058476646
996	0.3057220656
997	0.3055977281
998	0.3054772683
999	0.3053616877
