iter	Passed	Remaining
0	0	36
1	1	30
2	1	25
3	2	24
4	2	23
5	3	28
6	4	27
7	4	26
8	5	25
9	6	24
10	6	23
11	7	22
12	7	22
13	8	21
14	8	20
15	9	20
16	10	19
17	10	18
18	11	18
19	11	17
20	12	16
21	12	16
22	13	15
23	13	14
24	14	14
25	14	13
26	15	12
27	15	12
28	16	11
29	16	11
30	17	10
31	17	10
32	18	9
33	18	8
34	19	8
35	19	7
36	19	6
37	20	6
38	20	5
39	21	5
40	21	4
41	22	4
42	22	3
43	23	3
44	23	2
45	23	2
46	24	1
47	24	1
48	24	0
49	25	0
