,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17
0,-2.139031893893378,-0.9680189124442709,-1.4639881671808972,0.2708720162807678,4.066991121559306,0.30722174772603283,0.15125185434290347,1.7721607784419982,0.6024787091352504,-0.34913118481881283,0.38381055335069486,-0.4412378339809089,-0.08255410964166429,0.25787034856384805,-0.7429553044159188,0.051306849593602044,-0.3267633776913893
1,-2.106485398244978,-0.9095014367974903,-1.4805802471094984,0.26323951945517926,4.032459010436103,0.3486130224384121,0.21247358017875173,1.8031144842169309,0.6311148482762889,-0.3707386103120425,0.37242240170921315,-0.4661593117257929,-0.13514435411743375,0.19626982318606412,-0.6728746501917731,0.12315729212408255,-0.25287701766583187
2,-3.2678297186664764,-1.1384295520388945,-2.0423352916202653,1.1754208918551143,4.071722052816531,1.3266072846310686,0.44163337813176035,2.0721167359875627,0.6698486737387247,-0.41601039585450555,0.7629386206708153,-0.7250648357775646,0.0070298594464327825,0.2874505240493943,-0.45316517345102275,0.29886305822624804,-0.36033383804560576
3,1.5259643778926602,-1.2641016341448625,0.1360132124148448,-0.9298081915673778,2.4304435417295864,-2.095054244578813,0.48703980769420824,0.6051958188499172,0.346731141904973,-0.031138333405377597,-0.5458471850037843,-0.12809745413323384,0.20349659846447746,0.5684113256863483,-0.8348553042783031,-0.17039504593191296,-0.2064968239758868
4,1.2407119525874077,-1.2041199090346204,0.0047291905913171076,-1.1920022045250613,2.6917246370144565,-2.3418760306740007,0.7979440567385324,0.5275305512156999,0.575260018324286,0.0033423501708449536,-0.5374203505399208,-0.17724016544077775,0.14718337122744607,0.3005804645070522,-0.7571490260276409,-0.3141348166420193,-0.500514262459913
5,1.44941639657172,-1.4672037573327326,0.36957945047379803,-0.44426953238323397,2.2773867038976703,-1.538166136576783,0.5631249086690938,0.8478946941210127,0.04164621762776429,-0.16930328478042989,-0.7355287347375443,-0.4361600018376912,0.17141223294586583,0.4586413238315024,-0.9994348977100134,-0.308930658373097,-0.42564925861042247
6,1.479597055284512,-1.3760232345024364,0.5417577153090949,-0.7572418664312008,2.425145463232323,-1.9106902397676153,0.4787426791618381,0.8136657764844318,0.22064327833675582,0.007910664357551018,-0.6624404449422875,-0.29121496197912944,0.21672619511311741,0.5415399325061583,-0.9952999450123998,-0.2204582009872677,-0.2574716072728842
7,1.2589996635981606,-1.1354497209871648,-0.06000518841012982,-1.3388332810649495,2.2437654779102805,-2.5005287453607146,0.762964780289144,0.9887396907086643,0.8023145238079569,-0.21233492057121967,-0.4219323242001684,-0.024005024472918066,0.14826623556295687,0.2647984763441848,-0.6690809135582796,0.06910817506552452,-0.24673496848701076
8,1.5271917006316462,-1.3359959788363538,-0.04847068507029676,-1.4088002650147546,3.1268943349033136,-1.9521138280032808,0.4876122477134232,0.568503431586346,0.4416035587024333,0.12556502086148597,-0.742889480588842,0.17834607651032158,0.064168693144737,0.3372427407436974,-0.6648131980309928,-0.32932858892573746,-0.6198639336393006
9,1.0607877784086577,-1.2318131608413032,-0.09513376035042798,-1.423677196770882,2.3537279389099055,-2.443726280580836,0.8021060644261241,0.762064403739647,0.6297996393215576,-0.22459740875907377,-0.42424393616629175,-0.04869908322838113,0.22173870131269113,0.6207882318180922,-0.8207064292429558,-0.17284065385038683,-0.5730062405978782
10,1.3862952427832673,-1.1319546376294203,-0.12183045359493336,-1.2293781933721442,2.618047124430076,-2.276550882413173,0.8131829187575244,0.5156740776710405,0.7064710330900678,-0.045314677189695,-0.5266840143962402,-0.15508957022331504,0.07241024084065131,0.16465575349250233,-0.7132950859853274,-0.03544794893093772,-0.41298791478546015
11,-1.1446454485114006,-0.7549596663151845,0.5473250720098639,-0.814601959300848,1.2066528764354083,-1.6135386290519131,0.32104667635262113,0.45425195418655545,-0.45560880888750904,0.5513730610142799,-0.32780692192893374,0.26226086321160114,0.09450406936817039,0.24973134408969444,-0.16736088433266877,-0.11291485034592336,-0.22830565391833973
